"時点","地域コード","地域","有効求人倍率【倍】","注記","新規求人倍率【倍】","注記","労働力人口（国勢調査）【人】","注記","第１次産業就業者数【人】","注記","第２次産業就業者数【人】","注記","第３次産業就業者数【人】","注記"
"2010年","14000","神奈川県","","","","","4400199","","35044","","892678","","3015408",""
"2010年","15000","新潟県","","","","","1223129","","70680","","331725","","724632",""
"2010年","16000","富山県","","","","","576413","","18916","","182225","","334233",""
"2010年","17000","石川県","","","","","615510","","18402","","159109","","377337",""
"2010年","18000","福井県","","","","","424477","","15641","","125977","","253605",""
"2010年","19000","山梨県","","","","","441883","","29906","","118367","","257789",""
"2010年","20000","長野県","","","","","1153883","","103387","","310884","","639888",""
"2010年","21000","岐阜県","","","","","1082932","","31614","","331945","","625184",""
"2010年","22000","静岡県","","","","","2014268","","77478","","623180","","1147043",""
"2010年","23000","愛知県","","","","","3873429","","80540","","1155162","","2204759",""
"2010年","24000","三重県","","","","","943072","","33016","","278346","","536802",""
"2010年","25000","滋賀県","","","","","709602","","18548","","220587","","400229",""
"2010年","26000","京都府","","","","","1300144","","26054","","266440","","819831",""
"2010年","27000","大阪府","","","","","4145618","","19228","","867157","","2621746",""
"2010年","28000","兵庫県","","","","","2663902","","49014","","615889","","1680141",""
"2010年","29000","奈良県","","","","","644299","","15655","","137503","","418542",""
"2010年","30000","和歌山県","","","","","483582","","41923","","97816","","297550",""
"2010年","31000","鳥取県","","","","","305358","","26791","","62777","","182150",""
"2010年","32000","島根県","","","","","364501","","28816","","81235","","227870",""
"2010年","33000","岡山県","","","","","970386","","43096","","240159","","572340",""
"2010年","34000","広島県","","","","","1419325","","43953","","340016","","894762",""
"2010年","35000","山口県","","","","","707474","","35975","","174457","","441050",""
"2010年","36000","徳島県","","","","","375753","","29377","","81147","","223375",""
"2010年","37000","香川県","","","","","493285","","26464","","115035","","309774",""
"2010年","38000","愛媛県","","","","","702615","","52430","","154858","","425321",""
"2010年","39000","高知県","","","","","363786","","40623","","57251","","228825",""
"2010年","40000","福岡県","","","","","2455412","","65806","","447596","","1624182",""
"2010年","41000","佐賀県","","","","","436916","","37838","","96188","","262820",""
"2010年","42000","長崎県","","","","","697279","","51695","","127183","","450757",""
"2010年","43000","熊本県","","","","","893939","","85007","","171899","","555227",""
"2010年","44000","大分県","","","","","592379","","39813","","129443","","363194",""
"2010年","45000","宮崎県","","","","","571292","","60300","","110638","","341523",""
"2010年","46000","鹿児島県","","","","","834101","","77967","","146393","","522291",""
"2010年","47000","沖縄県","","","","","650307","","28713","","81142","","418321",""
"2015年","01000","北海道","0.96","","","","2553043","","170336","","411569","","1718253",""
"2015年","02000","青森県","0.91","","","","661082","","75300","","124032","","407585",""
"2015年","03000","岩手県","1.19","","","","662760","","67731","","159640","","400306",""
"2015年","04000","宮城県","1.33","","","","1133081","","47017","","246510","","760125",""
"2015年","05000","秋田県","1.05","","","","504758","","46456","","115978","","312620",""
"2015年","06000","山形県","1.21","","","","583140","","51681","","159873","","338284",""
"2015年","07000","福島県","1.46","","","","964491","","59780","","271326","","555204",""
"2015年","08000","茨城県","1.13","","","","1466576","","78996","","399707","","864715",""
"2015年","09000","栃木県","1.06","","","","1007476","","53177","","296120","","578864",""
"2015年","10000","群馬県","1.24","","","","1008969","","47943","","297919","","591710",""
"2015年","11000","埼玉県","0.85","","","","3639844","","55488","","803861","","2367338",""
"2015年","12000","千葉県","1.00","","","","3003786","","80221","","559952","","2082474",""
"2015年","13000","東京都","1.75","","","","6094436","","22690","","898380","","4226110",""
"2015年","14000","神奈川県","0.93","","","","4289876","","34368","","867104","","2970267",""
"2015年","15000","新潟県","1.20","","","","1184716","","65717","","323075","","728878",""
"2015年","16000","富山県","1.48","","","","556356","","17599","","178261","","334575",""
"2015年","17000","石川県","1.48","","","","592646","","17289","","156786","","375106",""
"2015年","18000","福井県","1.59","","","","412705","","14826","","122602","","254676",""
"2015年","19000","山梨県","0.98","","","","427603","","29367","","113674","","257263",""
"2015年","20000","長野県","1.25","","","","1108084","","96899","","304510","","643203",""
"2015年","21000","岐阜県","1.52","","","","1051391","","31350","","326393","","627696",""
"2015年","22000","静岡県","1.17","","","","1942297","","70905","","600751","","1136779",""
"2015年","23000","愛知県","1.54","","","","3798840","","75997","","1174385","","2249542",""
"2015年","24000","三重県","1.30","","","","903734","","31229","","270322","","541969",""
"2015年","25000","滋賀県","1.05","","","","702431","","17935","","220904","","414488",""
"2015年","26000","京都府","1.16","","","","1246950","","24472","","257071","","807002",""
"2015年","27000","大阪府","1.20","","","","3988749","","19067","","837772","","2588183",""
"2015年","28000","兵庫県","0.98","","","","2562450","","48098","","609949","","1685535",""
"2015年","29000","奈良県","0.99","","","","621323","","15507","","133653","","422971",""
"2015年","30000","和歌山県","1.05","","","","466181","","38997","","96639","","297145",""
"2015年","31000","鳥取県","1.14","","","","292349","","24671","","59764","","187826",""
"2015年","32000","島根県","1.24","","","","353201","","26608","","77033","","230774",""
"2015年","33000","岡山県","1.47","","","","939536","","41206","","234984","","580527",""
"2015年","34000","広島県","1.47","","","","1388578","","41312","","347007","","904269",""
"2015年","35000","山口県","1.20","","","","672121","","31011","","165051","","435596",""
"2015年","36000","徳島県","1.17","","","","360970","","28086","","80079","","223895",""
"2015年","37000","香川県","1.40","","","","471475","","23823","","113711","","301401",""
"2015年","38000","愛媛県","1.22","","","","672543","","47194","","148409","","416461",""
"2015年","39000","高知県","0.93","","","","340040","","36923","","53755","","222070",""
"2015年","40000","福岡県","1.11","","","","2379910","","62642","","454485","","1624909",""
"2015年","41000","佐賀県","0.93","","","","427864","","34634","","96255","","266782",""
"2015年","42000","長崎県","0.97","","","","673891","","47812","","125674","","450488",""
"2015年","43000","熊本県","1.11","","","","873816","","80001","","171591","","563243",""
"2015年","44000","大分県","1.05","","","","572190","","36475","","121915","","363361",""
"2015年","45000","宮崎県","1.03","","","","544236","","56021","","107057","","345159",""
"2015年","46000","鹿児島県","0.87","","","","791439","","70249","","143838","","525606",""
"2015年","47000","沖縄県","0.84","","","","629394","","26593","","81508","","433334",""
"2016年","01000","北海道","1.04","","","","","","","","","","",""
"2016年","02000","青森県","1.08","","","","","","","","","","",""
"2016年","03000","岩手県","1.28","","","","","","","","","","",""
"2016年","04000","宮城県","1.46","","","","","","","","","","",""
"2016年","05000","秋田県","1.16","","","","","","","","","","",""
"2016年","06000","山形県","1.30","","","","","","","","","","",""
"2016年","07000","福島県","1.42","","","","","","","","","","",""
"2016年","08000","茨城県","1.24","","","","","","","","","","",""
"2016年","09000","栃木県","1.18","","","","","","","","","","",""
"2016年","10000","群馬県","1.43","","","","","","","","","","",""
"2016年","11000","埼玉県","1.04","","","","","","","","","","",""
"2016年","12000","千葉県","1.14","","","","","","","","","","",""
"2016年","13000","東京都","2.01","","","","","","","","","","",""
"2016年","14000","神奈川県","1.05","","","","","","","","","","",""
"2016年","15000","新潟県","1.31","","","","","","","","","","",""
"2016年","16000","富山県","1.60","","","","","","","","","","",""
"2016年","17000","石川県","1.60","","","","","","","","","","",""
"2016年","18000","福井県","1.82","","","","","","","","","","",""
"2016年","19000","山梨県","1.17","","","","","","","","","","",""
"2016年","20000","長野県","1.41","","","","","","","","","","",""
"2016年","21000","岐阜県","1.71","","","","","","","","","","",""
"2016年","22000","静岡県","1.34","","","","","","","","","","",""
"2016年","23000","愛知県","1.63","","","","","","","","","","",""
"2016年","24000","三重県","1.42","","","","","","","","","","",""
"2016年","25000","滋賀県","1.17","","","","","","","","","","",""
"2016年","26000","京都府","1.31","","","","","","","","","","",""
"2016年","27000","大阪府","1.38","","","","","","","","","","",""
"2016年","28000","兵庫県","1.13","","","","","","","","","","",""
"2016年","29000","奈良県","1.14","","","","","","","","","","",""
